ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE
10124,23,57.73,5/21/2003 0:00
10148,29,81.25,9/11/2003 0:00
10161,25,80.54,10/17/2003 0:00
10173,39,71.98,11/5/2003 0:00
10182,44,69.84,11/12/2003 0:00
10193,25,76.26,11/21/2003 0:00
10204,45,76.26,12/2/2003 0:00
10213,25,83.39,1/22/2004 0:00
10227,37,57.73,3/2/2004 0:00
10241,30,66.99,4/13/2004 0:00
10267,36,75.55,7/7/2004 0:00
10279,26,60.58,8/9/2004 0:00
10288,23,73.41,9/1/2004 0:00
10302,23,72.7,10/6/2003 0:00
10311,25,66.99,10/16/2004 0:00
10332,21,100.0,11/17/2004 0:00
10344,26,63.43,11/25/2004 0:00
10367,44,85.25,1/12/2005 0:00
10380,24,100.0,2/16/2005 0:00
10407,66,66.99,4/22/2005 0:00
10420,36,57.73,5/29/2005 0:00
10110,36,85.25,3/18/2003 0:00
10124,22,77.9,5/21/2003 0:00
10148,25,60.26,9/11/2003 0:00
10161,37,72.76,10/17/2003 0:00
10172,32,75.69,11/5/2003 0:00
10182,47,74.22,11/12/2003 0:00
10192,37,69.82,11/20/2003 0:00
10204,20,62.47,12/2/2003 0:00
10212,41,82.31,1/16/2004 0:00
10226,21,60.26,2/26/2004 0:00
10241,22,76.43,4/13/2004 0:00
10267,40,80.1,7/7/2004 0:00
10279,32,74.96,8/9/2004 0:00
10288,36,66.14,9/1/2004 0:00
10301,27,72.02,10/5/2003 0:00
10311,26,87.45,10/16/2004 0:00
10321,30,70.55,11/4/2004 0:00
10332,23,56.84,11/17/2004 0:00
10344,29,59.53,11/25/2004 0:00
10367,21,60.37,1/12/2005 0:00
10380,34,100.0,2/16/2005 0:00
10407,26,76.43,4/22/2005 0:00
10420,60,64.67,5/29/2005 0:00
10104,35,55.49,1/31/2003 0:00
10115,47,69.36,4/4/2003 0:00
10127,20,60.69,6/3/2003 0:00
10141,20,54.33,8/1/2003 0:00
10152,25,65.31,9/25/2003 0:00
10165,25,69.36,10/22/2003 0:00
10176,27,68.78,11/6/2003 0:00
10184,31,60.11,11/14/2003 0:00
10195,44,66.47,11/25/2003 0:00
10207,49,46.82,12/9/2003 0:00
10220,26,56.07,2/12/2004 0:00
10230,36,54.33,3/15/2004 0:00
10246,44,52.6,5/5/2004 0:00
10259,28,46.82,6/15/2004 0:00
10271,45,64.74,7/20/2004 0:00
10282,29,46.82,8/20/2004 0:00
10292,40,53.75,9/8/2004 0:00
10305,45,61.85,10/13/2004 0:00
10314,44,53.18,10/22/2004 0:00
10324,25,69.16,11/5/2004 0:00
10336,45,100.0,11/20/2004 0:00
10349,48,47.4,12/1/2004 0:00
10358,44,60.76,12/10/2004 0:00
10371,25,97.27,1/23/2005 0:00
10383,22,91.76,2/22/2005 0:00
10394,31,50.29,3/15/2005 0:00
10412,21,52.6,5/3/2005 0:00
10425,55,46.82,5/31/2005 0:00
10107,25,100.0,2/24/2003 0:00
10120,35,98.05,4/29/2003 0:00
10134,35,93.54,7/1/2003 0:00
10145,43,95.8,8/25/2003 0:00
10159,44,100.0,10/10/2003 0:00
10168,50,100.0,10/28/2003 0:00
10180,48,100.0,11/11/2003 0:00
10188,25,100.0,11/18/2003 0:00
10201,39,100.0,12/1/2003 0:00
10211,25,90.16,1/15/2004 0:00
10223,32,91.29,2/20/2004 0:00
10237,20,100.0,4/5/2004 0:00
10251,26,100.0,5/18/2004 0:00
10263,42,100.0,6/28/2004 0:00
10275,21,100.0,7/23/2004 0:00
10285,34,100.0,8/27/2004 0:00
10299,47,100.0,9/30/2004 0:00
10309,21,100.0,10/15/2004 0:00
10318,48,100.0,11/2/2004 0:00
10329,30,87.78,11/15/2004 0:00
10339,27,84.39,11/23/2004 0:00
10362,50,96.92,1/5/2005 0:00
10374,38,100.0,2/2/2005 0:00
10389,45,100.0,3/3/2005 0:00
10403,46,100.0,4/8/2005 0:00
10417,35,100.0,5/13/2005 0:00
10110,29,59.37,3/18/2003 0:00
10123,50,59.87,5/20/2003 0:00
10137,26,49.81,7/10/2003 0:00
10148,47,56.85,9/11/2003 0:00
10161,23,53.33,10/17/2003 0:00
10172,34,42.76,11/5/2003 0:00
10181,34,53.83,11/12/2003 0:00
10192,47,53.83,11/20/2003 0:00
10204,45,49.81,12/2/2003 0:00
10212,45,53.33,1/16/2004 0:00
10226,36,43.27,2/26/2004 0:00
10241,21,40.25,4/13/2004 0:00
10266,28,48.3,7/6/2004 0:00
10278,35,45.28,8/6/2004 0:00
10288,50,52.32,9/1/2004 0:00
10301,22,51.32,10/5/2003 0:00
10311,45,49.3,10/16/2004 0:00
10321,48,42.26,11/4/2004 0:00
10332,20,87.96,11/17/2004 0:00
10343,27,36.21,11/24/2004 0:00
10367,38,38.5,1/12/2005 0:00
10379,32,100.0,2/10/2005 0:00
10407,64,40.25,4/22/2005 0:00
10420,37,60.37,5/29/2005 0:00
10106,28,88.63,2/17/2003 0:00
10120,39,100.0,4/29/2003 0:00
10133,41,94.1,6/27/2003 0:00
10145,40,87.54,8/25/2003 0:00
10168,49,100.0,10/28/2003 0:00
10210,27,98.48,1/12/2004 0:00
10223,34,100.0,2/20/2004 0:00
10235,23,96.29,4/2/2004 0:00
10250,31,88.63,5/11/2004 0:00
10262,34,97.38,6/24/2004 0:00
10275,25,95.2,7/23/2004 0:00
10284,22,100.0,8/21/2004 0:00
10297,32,100.0,9/16/2004 0:00
10308,31,100.0,10/15/2004 0:00
10316,25,100.0,11/1/2004 0:00
10328,47,87.54,11/12/2004 0:00
10339,21,50.65,11/23/2004 0:00
10353,28,71.73,12/4/2004 0:00
10374,46,94.1,2/2/2005 0:00
10386,33,41.71,3/1/2005 0:00
10398,43,100.0,3/30/2005 0:00
10401,38,96.29,4/3/2005 0:00
10416,47,88.63,5/10/2005 0:00
10101,45,31.2,1/9/2003 0:00
10110,20,35.51,3/18/2003 0:00
10124,45,37.84,5/21/2003 0:00
10149,36,33.19,9/12/2003 0:00
10162,37,27.22,10/18/2003 0:00
10173,31,31.53,11/5/2003 0:00
10182,39,36.84,11/12/2003 0:00
10193,26,29.21,11/21/2003 0:00
10205,32,37.17,12/3/2003 0:00
10214,20,34.19,1/26/2004 0:00
10227,42,29.21,3/2/2004 0:00
10243,33,29.54,4/26/2004 0:00
10280,20,28.88,8/17/2004 0:00
10288,29,38.17,9/1/2004 0:00
10304,23,30.2,10/11/2004 0:00
10312,39,29.54,10/21/2004 0:00
10322,20,100.0,11/4/2004 0:00
10332,45,81.91,11/17/2004 0:00
10344,20,35.18,11/25/2004 0:00
10356,48,100.0,12/9/2004 0:00
10367,23,36.29,1/12/2005 0:00
10380,32,70.56,2/16/2005 0:00
10391,33,100.0,3/9/2005 0:00
10409,61,29.54,4/23/2005 0:00
10420,45,26.88,5/29/2005 0:00
10107,38,83.03,2/24/2003 0:00
10120,34,83.79,4/29/2003 0:00
10134,43,83.03,7/1/2003 0:00
10145,47,83.03,8/25/2003 0:00
10158,22,67.03,10/10/2003 0:00
10168,29,75.41,10/28/2003 0:00
10180,28,68.55,11/11/2003 0:00
10188,40,91.4,11/18/2003 0:00
10201,25,73.88,12/1/2003 0:00
10210,30,61.7,1/12/2004 0:00
10223,38,69.31,2/20/2004 0:00
10236,36,87.6,4/3/2004 0:00
10250,32,87.6,5/11/2004 0:00
10263,37,62.46,6/28/2004 0:00
10275,30,79.98,7/23/2004 0:00
10285,39,70.08,8/27/2004 0:00
10297,32,65.51,9/16/2004 0:00
10308,47,63.22,10/15/2004 0:00
10318,26,86.83,11/2/2004 0:00
10329,37,94.43,11/15/2004 0:00
10340,55,79.98,11/24/2004 0:00
10363,21,100.0,1/6/2005 0:00
10375,23,100.0,2/3/2005 0:00
10389,49,81.4,3/3/2005 0:00
10402,59,87.6,4/7/2005 0:00
10416,32,87.6,5/10/2005 0:00
10105,43,100.0,2/11/2003 0:00
10117,41,100.0,4/16/2003 0:00
10129,45,100.0,6/12/2003 0:00
10142,33,100.0,8/8/2003 0:00
10153,40,100.0,9/28/2003 0:00
10167,33,100.0,10/23/2003 0:00
10177,50,100.0,11/7/2003 0:00
10185,30,100.0,11/14/2003 0:00
10197,41,100.0,11/26/2003 0:00
10208,35,100.0,1/2/2004 0:00
10221,49,100.0,2/18/2004 0:00
10232,46,100.0,3/20/2004 0:00
10248,48,100.0,5/7/2004 0:00
10261,36,100.0,6/17/2004 0:00
10273,22,100.0,7/21/2004 0:00
10283,42,100.0,8/20/2004 0:00
10293,21,100.0,9/9/2004 0:00
10306,29,100.0,10/14/2004 0:00
10315,35,100.0,10/29/2004 0:00
10326,41,100.0,11/9/2004 0:00
10337,29,71.97,11/21/2004 0:00
10350,34,50.33,12/2/2004 0:00
10372,37,100.0,1/26/2005 0:00
10384,28,80.54,2/23/2005 0:00
10396,49,100.0,3/23/2005 0:00
10414,23,100.0,5/6/2005 0:00
10101,46,53.76,1/9/2003 0:00
10110,39,44.35,3/18/2003 0:00
10124,22,45.25,5/21/2003 0:00
10149,49,49.28,9/12/2003 0:00
10162,43,36.29,10/18/2003 0:00
10173,27,41.22,11/5/2003 0:00
10182,31,36.74,11/12/2003 0:00
10193,20,50.62,11/21/2003 0:00
10205,24,38.08,12/3/2003 0:00
10214,49,47.94,1/26/2004 0:00
10227,24,48.38,3/2/2004 0:00
10244,39,45.25,4/29/2004 0:00
10255,37,45.7,6/4/2004 0:00
10280,45,47.49,8/17/2004 0:00
10289,45,48.38,9/3/2004 0:00
10304,44,39.42,10/11/2004 0:00
10312,23,37.63,10/21/2004 0:00
10322,30,100.0,11/4/2004 0:00
10332,26,85.52,11/17/2004 0:00
10345,43,53.76,11/25/2004 0:00
10356,26,31.86,12/9/2004 0:00
10367,28,30.59,1/12/2005 0:00
10380,27,68.35,2/16/2005 0:00
10391,24,100.0,3/9/2005 0:00
10421,40,45.7,5/29/2005 0:00
10103,36,100.0,1/29/2003 0:00
10114,21,100.0,4/1/2003 0:00
10126,27,100.0,5/28/2003 0:00
10140,47,100.0,7/24/2003 0:00
10151,42,100.0,9/21/2003 0:00
10165,32,100.0,10/22/2003 0:00
10175,28,100.0,11/6/2003 0:00
10184,24,100.0,11/14/2003 0:00
10194,49,100.0,11/25/2003 0:00
10207,46,100.0,12/9/2003 0:00
10217,28,100.0,2/4/2004 0:00
10229,48,100.0,3/11/2004 0:00
10246,29,100.0,5/5/2004 0:00
10259,47,100.0,6/15/2004 0:00
10271,43,100.0,7/20/2004 0:00
10281,25,100.0,8/19/2004 0:00
10291,48,100.0,9/8/2004 0:00
10305,24,100.0,10/13/2004 0:00
10313,42,100.0,10/22/2004 0:00
10324,31,100.0,11/5/2004 0:00
10334,42,100.0,11/19/2004 0:00
10348,37,100.0,11/1/2004 0:00
10358,41,100.0,12/10/2004 0:00
10371,20,100.0,1/23/2005 0:00
10382,20,100.0,2/17/2005 0:00
10412,70,100.0,5/3/2005 0:00
10425,49,100.0,5/31/2005 0:00
10108,35,58.87,3/3/2003 0:00
10121,32,76.88,5/7/2003 0:00
10135,29,61.64,7/2/2003 0:00
10145,27,60.95,8/25/2003 0:00
10159,27,80.34,10/10/2003 0:00
10169,38,74.11,11/4/2003 0:00
10180,35,72.03,11/11/2003 0:00
10190,42,76.19,11/19/2003 0:00
10211,21,63.72,1/15/2004 0:00
10224,37,80.34,2/21/2004 0:00
10237,26,79.65,4/5/2004 0:00
10252,47,65.8,5/26/2004 0:00
10264,37,65.1,6/30/2004 0:00
10276,46,75.49,8/2/2004 0:00
10285,38,59.56,8/27/2004 0:00
10299,33,66.49,9/30/2004 0:00
10309,24,56.1,10/15/2004 0:00
10319,31,81.73,11/3/2004 0:00
10330,42,81.03,11/16/2004 0:00
10341,32,100.0,11/24/2004 0:00
10355,41,70.65,12/7/2004 0:00
10363,43,61.23,1/6/2005 0:00
10375,20,100.0,2/3/2005 0:00
10390,35,65.13,3/4/2005 0:00
10403,27,79.65,4/8/2005 0:00
10110,43,78.15,3/18/2003 0:00
10124,32,72.7,5/21/2003 0:00
10148,21,73.6,9/11/2003 0:00
10161,20,100.0,10/17/2003 0:00
10172,22,74.51,11/5/2003 0:00
10182,36,73.6,11/12/2003 0:00
10192,46,83.6,11/20/2003 0:00
10204,47,96.32,12/2/2003 0:00
10212,45,88.14,1/16/2004 0:00
10227,47,88.14,3/2/2004 0:00
10241,47,94.5,4/13/2004 0:00
10267,38,87.24,7/7/2004 0:00
10279,49,79.97,8/9/2004 0:00
10288,35,80.87,9/1/2004 0:00
10302,49,100.0,10/6/2003 0:00
10311,28,93.6,10/16/2004 0:00
10321,30,72.7,11/4/2004 0:00
10332,39,86.72,11/17/2004 0:00
10346,25,100.0,11/29/2004 0:00
10368,40,100.0,1/19/2005 0:00
10380,36,37.5,2/16/2005 0:00
10407,76,94.5,4/22/2005 0:00
10420,39,100.0,5/29/2005 0:00
10104,44,39.6,1/31/2003 0:00
10114,24,30.06,4/1/2003 0:00
10127,39,38.19,6/3/2003 0:00
10141,21,42.43,8/1/2003 0:00
10151,30,40.31,9/21/2003 0:00
10165,27,31.82,10/22/2003 0:00
10175,37,31.12,11/6/2003 0:00
10184,42,31.82,11/14/2003 0:00
10195,32,28.29,11/25/2003 0:00
10207,42,29.7,12/9/2003 0:00
10219,21,40.31,2/10/2004 0:00
10229,33,32.88,3/11/2004 0:00
10246,49,36.07,5/5/2004 0:00
10259,31,33.24,6/15/2004 0:00
10271,38,41.72,7/20/2004 0:00
10281,20,40.66,8/19/2004 0:00
10292,39,30.06,9/8/2004 0:00
10305,48,31.47,10/13/2004 0:00
10314,39,37.13,10/22/2004 0:00
10324,30,100.0,11/5/2004 0:00
10335,33,37.13,11/19/2004 0:00
10349,36,37.13,12/1/2004 0:00
10358,36,82.94,12/10/2004 0:00
10371,45,100.0,1/23/2005 0:00
10383,40,100.0,2/22/2005 0:00
10394,46,38.9,3/15/2005 0:00
10412,30,36.07,5/3/2005 0:00
10425,31,33.24,5/31/2005 0:00
10106,49,74.68,2/17/2003 0:00
10119,41,59.6,4/28/2003 0:00
10131,35,67.14,6/16/2003 0:00
10143,27,60.97,8/10/2003 0:00
10155,23,72.62,10/6/2003 0:00
10167,21,69.88,10/23/2003 0:00
10178,34,80.84,11/8/2003 0:00
10186,22,69.2,11/14/2003 0:00
10198,48,67.82,11/27/2003 0:00
10209,43,82.21,1/9/2004 0:00
10222,32,81.53,2/19/2004 0:00
10249,20,67.82,5/8/2004 0:00
10262,24,67.14,6/24/2004 0:00
10274,40,65.08,7/21/2004 0:00
10284,30,73.99,8/21/2004 0:00
10296,21,71.25,9/15/2004 0:00
10307,25,75.36,10/14/2004 0:00
10316,34,63.71,11/1/2004 0:00
10328,48,58.92,11/12/2004 0:00
10339,55,100.0,11/23/2004 0:00
10351,25,74.68,12/3/2004 0:00
10373,38,70.44,1/31/2005 0:00
10386,39,55.96,3/1/2005 0:00
10398,28,57.55,3/30/2005 0:00
10400,24,61.66,4/1/2005 0:00
10415,21,67.82,5/9/2005 0:00
10110,46,100.0,3/18/2003 0:00
10124,25,93.95,5/21/2003 0:00
10148,34,100.0,9/11/2003 0:00
10161,25,100.0,10/17/2003 0:00
10173,23,100.0,11/5/2003 0:00
10182,20,100.0,11/12/2003 0:00
10192,23,100.0,11/20/2003 0:00
10204,42,100.0,12/2/2003 0:00
10213,27,100.0,1/22/2004 0:00
10227,33,100.0,3/2/2004 0:00
10241,28,98.65,4/13/2004 0:00
10267,43,100.0,7/7/2004 0:00
10279,48,100.0,8/9/2004 0:00
10288,48,100.0,9/1/2004 0:00
10302,45,100.0,10/6/2003 0:00
10311,43,100.0,10/16/2004 0:00
10332,44,42.26,11/17/2004 0:00
10346,24,87.24,11/29/2004 0:00
10368,31,100.0,1/19/2005 0:00
10380,44,36.29,2/16/2005 0:00
10407,59,98.65,4/22/2005 0:00
10420,55,96.3,5/29/2005 0:00
10109,29,32.1,3/10/2003 0:00
10122,39,30.96,5/8/2003 0:00
10135,20,35.87,7/2/2003 0:00
10147,25,42.67,9/5/2003 0:00
10160,42,37.0,10/11/2003 0:00
10171,36,35.49,11/5/2003 0:00
10181,37,42.67,11/12/2003 0:00
10192,30,30.59,11/20/2003 0:00
10203,21,37.0,12/2/2003 0:00
10212,34,43.42,1/16/2004 0:00
10225,42,36.63,2/22/2004 0:00
10239,20,44.56,4/12/2004 0:00
10253,40,42.67,6/1/2004 0:00
10266,34,40.4,7/6/2004 0:00
10278,31,38.89,8/6/2004 0:00
10287,36,39.65,8/30/2004 0:00
10301,48,34.36,10/5/2003 0:00
10310,33,41.91,10/16/2004 0:00
10321,37,33.23,11/4/2004 0:00
10331,27,42.24,11/17/2004 0:00
10342,39,40.4,11/24/2004 0:00
10355,36,38.52,12/7/2004 0:00
10367,36,100.0,1/12/2005 0:00
10378,41,100.0,2/10/2005 0:00
10390,37,100.0,3/4/2005 0:00
10405,47,44.56,4/14/2005 0:00
10419,15,42.67,5/17/2005 0:00
10105,44,72.58,2/11/2003 0:00
10119,35,87.62,4/28/2003 0:00
10129,41,94.71,6/12/2003 0:00
10142,49,98.25,8/8/2003 0:00
10154,31,91.17,10/2/2003 0:00
10167,20,79.66,10/23/2003 0:00
10177,45,72.58,11/7/2003 0:00
10185,33,74.35,11/14/2003 0:00
10197,47,83.2,11/26/2003 0:00
10208,20,89.4,1/2/2004 0:00
10222,47,70.81,2/19/2004 0:00
10233,40,94.71,3/29/2004 0:00
10248,30,100.0,5/7/2004 0:00
10261,22,91.17,6/17/2004 0:00
10273,27,100.0,7/21/2004 0:00
10283,34,92.94,8/20/2004 0:00
10295,46,84.97,9/10/2004 0:00
10306,31,84.08,10/14/2004 0:00
10315,24,86.74,10/29/2004 0:00
10326,41,85.85,11/9/2004 0:00
10339,55,100.0,11/23/2004 0:00
10350,30,100.0,12/2/2004 0:00
10373,33,57.32,1/31/2005 0:00
10384,43,97.87,2/23/2005 0:00
10396,27,83.2,3/23/2005 0:00
10414,60,100.0,5/6/2005 0:00
10110,27,73.62,3/18/2003 0:00
10124,49,83.04,5/21/2003 0:00
10148,31,73.62,9/11/2003 0:00
10161,20,77.05,10/17/2003 0:00
10172,24,81.33,11/5/2003 0:00
10182,33,94.17,11/12/2003 0:00
10192,32,72.77,11/20/2003 0:00
10204,40,79.62,12/2/2003 0:00
10212,27,79.62,1/16/2004 0:00
10227,40,79.62,3/2/2004 0:00
10241,26,81.33,4/13/2004 0:00
10267,44,96.74,7/7/2004 0:00
10279,33,71.06,8/9/2004 0:00
10288,34,68.49,9/1/2004 0:00
10302,48,74.48,10/6/2003 0:00
10311,25,83.04,10/16/2004 0:00
10321,39,84.75,11/4/2004 0:00
10332,45,34.19,11/17/2004 0:00
10346,24,100.0,11/29/2004 0:00
10368,46,79.62,1/19/2005 0:00
10380,44,79.06,2/16/2005 0:00
10407,13,81.33,4/22/2005 0:00
10420,35,96.74,5/29/2005 0:00
10108,30,63.07,3/3/2003 0:00
10122,34,50.21,5/8/2003 0:00
10135,27,66.13,7/2/2003 0:00
10147,30,68.58,9/5/2003 0:00
10159,50,69.8,10/10/2003 0:00
10169,34,50.21,11/4/2003 0:00
10181,23,65.52,11/12/2003 0:00
10191,48,60.01,11/20/2003 0:00
10203,34,64.9,12/2/2003 0:00
10211,48,48.98,1/15/2004 0:00
10225,24,50.21,2/22/2004 0:00
10238,47,62.45,4/9/2004 0:00
10253,24,52.66,6/1/2004 0:00
10266,47,62.45,7/6/2004 0:00
10276,20,61.23,8/2/2004 0:00
10287,20,67.97,8/30/2004 0:00
10300,31,58.78,10/4/2003 0:00
10310,38,56.94,10/16/2004 0:00
10320,26,61.23,11/3/2004 0:00
10331,25,100.0,11/17/2004 0:00
10342,48,62.45,11/24/2004 0:00
10355,44,62.45,12/7/2004 0:00
10363,21,100.0,1/6/2005 0:00
10378,46,41.54,2/10/2005 0:00
10390,46,52.84,3/4/2005 0:00
10419,55,52.66,5/17/2005 0:00
10106,31,52.6,2/17/2003 0:00
10119,20,72.98,4/28/2003 0:00
10131,29,59.18,6/16/2003 0:00
10143,33,77.59,8/10/2003 0:00
10155,34,55.89,10/6/2003 0:00
10167,32,63.12,10/23/2003 0:00
10178,27,73.64,11/8/2003 0:00
10186,21,69.04,11/14/2003 0:00
10198,27,71.67,11/27/2003 0:00
10209,36,77.59,1/9/2004 0:00
10222,43,70.35,2/19/2004 0:00
10249,25,69.7,5/8/2004 0:00
10262,46,70.35,6/24/2004 0:00
10274,24,72.33,7/21/2004 0:00
10284,39,71.67,8/21/2004 0:00
10296,31,53.92,9/15/2004 0:00
10307,22,71.67,10/14/2004 0:00
10316,47,76.93,11/1/2004 0:00
10328,20,72.98,11/12/2004 0:00
10339,29,99.69,11/23/2004 0:00
10351,38,68.38,12/3/2004 0:00
10361,34,100.0,12/17/2004 0:00
10373,46,66.0,1/31/2005 0:00
10386,35,63.76,3/1/2005 0:00
10398,34,71.67,3/30/2005 0:00
10400,38,57.2,4/1/2005 0:00
10415,18,69.7,5/9/2005 0:00
10110,37,100.0,3/18/2003 0:00
10124,43,100.0,5/21/2003 0:00
10148,27,100.0,9/11/2003 0:00
10161,30,100.0,10/17/2003 0:00
10172,22,98.51,11/5/2003 0:00
10182,49,100.0,11/12/2003 0:00
10192,46,100.0,11/20/2003 0:00
10204,48,91.02,12/2/2003 0:00
10212,46,87.81,1/16/2004 0:00
10226,48,92.09,2/26/2004 0:00
10241,27,86.73,4/13/2004 0:00
10267,43,100.0,7/7/2004 0:00
10279,48,100.0,8/9/2004 0:00
10288,41,100.0,9/1/2004 0:00
10301,22,96.37,10/5/2003 0:00
10311,46,92.09,10/16/2004 0:00
10321,21,89.95,11/4/2004 0:00
10332,31,37.18,11/17/2004 0:00
10346,26,95.88,11/29/2004 0:00
10368,20,99.58,1/19/2005 0:00
10380,34,100.0,2/16/2005 0:00
10407,43,86.73,4/22/2005 0:00
10420,26,100.0,5/29/2005 0:00
10105,50,79.67,2/11/2003 0:00
10119,35,90.57,4/28/2003 0:00
10129,50,77.99,6/12/2003 0:00
10143,23,80.51,8/10/2003 0:00
10155,37,67.93,10/6/2003 0:00
10167,29,83.86,10/23/2003 0:00
10178,21,72.12,11/8/2003 0:00
10186,36,85.54,11/14/2003 0:00
10197,22,86.38,11/26/2003 0:00
10209,22,89.73,1/9/2004 0:00
10222,46,80.51,2/19/2004 0:00
10248,23,76.31,5/7/2004 0:00
10262,49,87.21,6/24/2004 0:00
10273,48,83.02,7/21/2004 0:00
10283,33,72.96,8/20/2004 0:00
10296,22,77.15,9/15/2004 0:00
10307,22,91.41,10/14/2004 0:00
10316,25,92.25,11/1/2004 0:00
10326,20,92.25,11/9/2004 0:00
10339,42,59.36,11/23/2004 0:00
10350,25,60.34,12/2/2004 0:00
10373,23,100.0,1/31/2005 0:00
10385,37,85.54,2/28/2005 0:00
10396,37,90.57,3/23/2005 0:00
10400,42,72.96,4/1/2005 0:00
10414,51,76.31,5/6/2005 0:00
10108,40,100.0,3/3/2003 0:00
10122,43,100.0,5/8/2003 0:00
10135,47,100.0,7/2/2003 0:00
10147,23,100.0,9/5/2003 0:00
10160,35,100.0,10/11/2003 0:00
10170,34,100.0,11/4/2003 0:00
10181,25,100.0,11/12/2003 0:00
10192,45,100.0,11/20/2003 0:00
10203,47,100.0,12/2/2003 0:00
10212,49,100.0,1/16/2004 0:00
10225,40,100.0,2/22/2004 0:00
10239,29,100.0,4/12/2004 0:00
10253,39,100.0,6/1/2004 0:00
10266,24,100.0,7/6/2004 0:00
10278,25,100.0,8/6/2004 0:00
10287,36,100.0,8/30/2004 0:00
10301,50,100.0,10/5/2003 0:00
10310,45,100.0,10/16/2004 0:00
10321,26,100.0,11/4/2004 0:00
10331,21,100.0,11/17/2004 0:00
10342,42,100.0,11/24/2004 0:00
10355,32,100.0,12/7/2004 0:00
10363,31,94.58,1/6/2005 0:00
10378,33,53.27,2/10/2005 0:00
10390,45,100.0,3/4/2005 0:00
10405,76,100.0,4/14/2005 0:00
10419,70,100.0,5/17/2005 0:00
10106,50,64.83,2/17/2003 0:00
10119,28,70.29,4/28/2003 0:00
10131,50,81.89,6/16/2003 0:00
10143,28,66.19,8/10/2003 0:00
10155,44,77.11,10/6/2003 0:00
10168,27,73.02,10/28/2003 0:00
10178,30,72.33,11/8/2003 0:00
10198,43,66.19,11/27/2003 0:00
10210,29,69.6,1/12/2004 0:00
10222,48,56.64,2/19/2004 0:00
10235,33,60.05,4/2/2004 0:00
10250,40,75.06,5/11/2004 0:00
10262,48,61.42,6/24/2004 0:00
10275,41,81.89,7/23/2004 0:00
10284,21,55.96,8/21/2004 0:00
10296,32,71.65,9/15/2004 0:00
10308,43,76.43,10/15/2004 0:00
10316,30,77.79,11/1/2004 0:00
10328,35,76.43,11/12/2004 0:00
10339,45,96.92,11/23/2004 0:00
10351,34,59.37,12/3/2004 0:00
10361,26,100.0,12/17/2004 0:00
10373,39,73.0,1/31/2005 0:00
10386,41,73.32,3/1/2005 0:00
10398,41,68.24,3/30/2005 0:00
10401,64,60.05,4/3/2005 0:00
10416,18,75.06,5/10/2005 0:00
10100,49,34.47,1/6/2003 0:00
10110,48,34.47,3/18/2003 0:00
10124,46,33.23,5/21/2003 0:00
10149,26,38.98,9/12/2003 0:00
10162,37,38.98,10/18/2003 0:00
10173,35,33.23,11/5/2003 0:00
10182,23,42.26,11/12/2003 0:00
10193,22,41.03,11/21/2003 0:00
10204,39,33.23,12/2/2003 0:00
10214,44,34.88,1/26/2004 0:00
10227,27,43.9,3/2/2004 0:00
10242,46,36.93,4/20/2004 0:00
10280,33,41.85,8/17/2004 0:00
10288,33,40.62,9/1/2004 0:00
10303,24,40.21,10/6/2004 0:00
10312,31,35.29,10/21/2004 0:00
10332,41,77.24,11/17/2004 0:00
10346,22,97.44,11/29/2004 0:00
10368,46,37.34,1/19/2005 0:00
10380,43,95.03,2/16/2005 0:00
10408,15,36.93,4/22/2005 0:00
10420,15,43.49,5/29/2005 0:00
10104,26,100.0,1/31/2003 0:00
10115,44,100.0,4/4/2003 0:00
10127,20,96.99,6/3/2003 0:00
10141,40,94.62,8/1/2003 0:00
10152,23,100.0,9/25/2003 0:00
10165,24,99.36,10/22/2003 0:00
10176,29,100.0,11/6/2003 0:00
10184,49,100.0,11/14/2003 0:00
10195,34,100.0,11/25/2003 0:00
10207,28,100.0,12/9/2003 0:00
10220,37,100.0,2/12/2004 0:00
10230,45,100.0,3/15/2004 0:00
10246,46,100.0,5/5/2004 0:00
10271,22,100.0,7/20/2004 0:00
10282,39,100.0,8/20/2004 0:00
10292,27,100.0,9/8/2004 0:00
10305,36,100.0,10/13/2004 0:00
10314,38,100.0,10/22/2004 0:00
10325,44,100.0,11/5/2004 0:00
10336,31,100.0,11/20/2004 0:00
10349,23,100.0,12/1/2004 0:00
10359,22,100.0,12/15/2004 0:00
10371,28,50.32,1/23/2005 0:00
10383,21,93.91,2/22/2005 0:00
10394,37,100.0,3/15/2005 0:00
10412,31,100.0,5/3/2005 0:00
10103,25,100.0,1/29/2003 0:00
10111,26,86.68,3/25/2003 0:00
10126,34,100.0,5/28/2003 0:00
10139,29,100.0,7/16/2003 0:00
10149,20,90.57,9/12/2003 0:00
10163,42,91.55,10/20/2003 0:00
10173,22,100.0,11/5/2003 0:00
10183,47,100.0,11/13/2003 0:00
10193,20,100.0,11/21/2003 0:00
10206,33,97.39,12/5/2003 0:00
10215,39,90.57,1/29/2004 0:00
10228,33,100.0,3/10/2004 0:00
10244,40,86.68,4/29/2004 0:00
10257,46,78.89,6/14/2004 0:00
10269,48,97.39,7/16/2004 0:00
10280,21,78.89,8/17/2004 0:00
10290,45,100.0,9/7/2004 0:00
10304,33,100.0,10/11/2004 0:00
10312,44,100.0,10/21/2004 0:00
10324,33,100.0,11/5/2004 0:00
